persona_id,persona_description,framework_name,framework_description,statement,statement_id,is_agree
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would be excited to hear about new ideas and perspectives.,fc5067e8,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe that being organized and efficient is key to productivity.,65ffc134,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe that it's okay to make mistakes and learn from them.,17ab0a29,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe that structure can be restrictive.,7ed73aea,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would be happy to go with the flow.,76ce9e4f,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would love to have a large group of close friends.,83386256,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe that flexibility is key in any situation.,aee6fce5,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would absorb information quickly and easily.,6a3d5c23,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ","I believe in setting realistic, achievable goals for myself.",10f1963c,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ","I believe in treating everyone with kindness and respect, even if I disagree with them.",459fe698,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would express my emotions openly and freely.,e6892b0c,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would prioritize spending time with loved ones.,6e249c7e,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would be willing to compromise and find common ground.,d8f61ac8,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would try new things without overthinking it.,bc519339,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe that sometimes it's necessary to step outside of your comfort zone.,e65e34f4,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would be the first to offer help to someone in need.,b6908869,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe in following rules and social norms.,905ca2a3,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would prefer to get information from multiple sources.,67566fc6,False
6848a4f3,"O:-1, C:-1, E:-1, A:-1, N:-1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would always try to plan ahead and avoid surprises.,4edcbede,False
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would rather stay home alone than attend a social gathering.,18a9c3c3,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe that most social interactions are unnecessary.,32ae7fa6,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would choose to spend my free time alone reading or thinking.,e98ce729,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would rather work on a project independently than collaborate with others.,99eba0ce,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would prefer to have a quiet and predictable routine.,50daca59,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe in the importance of personal space.,19fe2386,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would feel overwhelmed by large crowds.,ae2a9f8c,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would find it difficult to be spontaneous.,146febe4,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would avoid unnecessary risks.,f41e1f88,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would rather think things through carefully than make quick decisions.,aa342852,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would rather focus on details than see the bigger picture.,b632d63f,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe that understanding the nuances of a situation is crucial.,5d8b911c,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe in the importance of practicality.,425c9f1c,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe that emotions can cloud judgment.,b8fc6805,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe that self-preservation is paramount.,cc8b84af,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I believe that everyone is responsible for their own happiness.,835352f4,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ","I believe things will work out on their own, so I don’t see the need to plan ahead.",c391b857,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ","I would focus on a single task at a time, even if it means delaying other things.",653b4e44,True
5cebf6b4,"O:-1, C:-1, E:-1, A:-1, N:1",Big Five,"
    The Big Five personality traits are a widely used model in psychology to describe human personality. These traits are believed to underlie individual differences in behavior and are often used in psychological assessments and research. The five main categories are:

    - Openness (O): Curiosity, imagination, and intellectual interests.
    - Conscientiousness (C): Orderliness, diligence, and self-discipline.
    - Extroversion (E): Sociability, talkativeness, and assertiveness.
    - Agreeableness (A): Friendliness, warmth, and cooperativeness.
    - Neuroticism (N): Anxiety, moodiness, and emotional instability.

    In this simplified version, we will use -1 and 1 to describe the level of each trait. For example, a person with Extroversion (E) of 1 is very extroverted, while a person with Extroversion (E) of -1 is very introverted.
    ",I would find it difficult to be in a relationship where I felt like I had to constantly reassure my partner.,827a7e4e,True
